,reviewText,overall
2566,Extremely well fitting and light weight,5.0
2567,Perfect,5.0
2568,Love them,5.0
2569,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",5.0
2570,Fast shipping and turned out as expected. Couldn't be happier.,5.0
2571,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,5.0
2572,Love these shoes for circuit training.,5.0
2573,Super comfortable. I joined Cross Fit and this is the perfect shoe.,4.0
2574,just do it :),5.0
2575,"Love these, comfortable, light weight, great fit.",5.0
2576,I love this show.,5.0
2577,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.",4.0
2578,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,5.0
2579,Very comfortable.,4.0
2580,Very nice shoes.  Comfortable.,5.0
2581,Very comfortable. I love wearing them.,5.0
2582,Great fit so comfortable love them!!!!!,5.0
2583,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them.,4.0
2584,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well.,5.0
2585,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,2.0
2586,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time.,1.0
2587,Nice shoes,5.0
2588,"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!",5.0
2589,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",5.0
2590,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,5.0
2591,Serves intended purpose,4.0
2592,They are super comfortable. Loving them.,5.0
2593,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe.,5.0
2594,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",3.0
2595,"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.",4.0
2596,"Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements",3.0
2597,Love these! Super light and comfortable!,5.0
2598,Loved the products and services!!,5.0
2599,It's hard to find a lightweight athletic shoe with a wide toe box. This shoe has that. I am happy with the support for walking and everyday wear. I wouldn't run in them. Now I just have to stock up on as many pair as I can afford before Nike discontinues them :). Don't you hate when that happens?,5.0
2600,"The shoes are amazing,very comfortable and fit as expected highly recommended. :)",5.0
2601,Super comfy!!,5.0
2602,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",4.0
2603,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",4.0
2604,Look great,5.0
2605,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.",5.0
2606,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,4.0
2607,I love them!,5.0
2608,normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order.,4.0
2609,love these shoes. use them to workout inside and to work,5.0
2610,"I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.",3.0
2611,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",5.0
2612,They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,5.0
2613,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,5.0
2614,Light weight and comfortable,5.0
2615,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",4.0
2616,"Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.",4.0
2617,Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them.,2.0
2618,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,5.0
